,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.15275814
1,KnockoffNet,500,0.18694012
2,KnockoffNet,1000,0.091937765
3,KnockoffNet,5000,0.16407356
4,KnockoffNet,10000,0.16407356
5,KnockoffNet,20000,0.17774634
0,KnockoffNet,250,0.13837813
1,KnockoffNet,500,0.11739746
2,KnockoffNet,1000,0.18293259
3,KnockoffNet,5000,0.14332862
4,KnockoffNet,10000,0.17939651
5,KnockoffNet,20000,0.18081094
