,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0993127147766323
1,KnockoffNet,500,0.22010309278350515
2,KnockoffNet,1000,0.10721649484536082
3,KnockoffNet,5000,0.12646048109965635
4,KnockoffNet,10000,0.05412371134020619
5,KnockoffNet,20000,0.27233676975945015
6,KnockoffNet,25000,0.2584192439862543
7,KnockoffNet,40000,0.1625429553264605
8,KnockoffNet,50000,0.05721649484536082
0,KnockoffNet,250,0.13041237113402063
1,KnockoffNet,500,0.1670103092783505
2,KnockoffNet,1000,0.027147766323024056
3,KnockoffNet,5000,0.04347079037800687
4,KnockoffNet,10000,0.5609965635738832
5,KnockoffNet,20000,0.0359106529209622
6,KnockoffNet,25000,0.4917525773195876
7,KnockoffNet,40000,0.11718213058419244
8,KnockoffNet,50000,0.16941580756013747
