,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.05953188602442334
2,KnockoffNet,1000,0.0020352781546811396
3,KnockoffNet,5000,0.021200814111261873
4,KnockoffNet,10000,0.4299525101763908
5,KnockoffNet,20000,0.5222184531886025
6,KnockoffNet,25000,0.035278154681139755
7,KnockoffNet,40000,0.1657055630936228
8,KnockoffNet,50000,0.44470827679782904
0,KnockoffNet,250,0.014246947082767978
1,KnockoffNet,500,0.03273405698778833
2,KnockoffNet,1000,0.007971506105834464
3,KnockoffNet,5000,0.08480325644504749
4,KnockoffNet,10000,0.30580054274084123
5,KnockoffNet,20000,0.3081750339213026
6,KnockoffNet,25000,0.5288331071913162
7,KnockoffNet,40000,0.16095658073270014
8,KnockoffNet,50000,0.5296811397557666
