,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0008620689655172414
1,KnockoffNet,500,0.0010344827586206897
2,KnockoffNet,1000,0.001379310344827586
3,KnockoffNet,5000,0.006551724137931035
4,KnockoffNet,10000,0.0058620689655172415
5,KnockoffNet,20000,0.12637931034482758
6,KnockoffNet,25000,0.35310344827586204
7,KnockoffNet,40000,0.023448275862068966
8,KnockoffNet,50000,0.041379310344827586
0,KnockoffNet,250,0.4967241379310345
1,KnockoffNet,500,0.0022413793103448275
2,KnockoffNet,1000,0.0003448275862068965
3,KnockoffNet,5000,0.003793103448275862
4,KnockoffNet,10000,0.1306896551724138
5,KnockoffNet,20000,0.2024137931034483
6,KnockoffNet,25000,0.10431034482758621
7,KnockoffNet,40000,0.4932758620689655
8,KnockoffNet,50000,0.20120689655172413
