,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0003205128205128205
1,KnockoffNet,500,0.0035256410256410257
2,KnockoffNet,1000,0.021153846153846155
3,KnockoffNet,5000,0.008173076923076924
4,KnockoffNet,10000,0.01201923076923077
5,KnockoffNet,20000,0.07243589743589744
6,KnockoffNet,25000,0.0375
7,KnockoffNet,40000,0.06153846153846154
8,KnockoffNet,50000,0.0919871794871795
0,KnockoffNet,250,0.000641025641025641
1,KnockoffNet,500,0.006570512820512821
2,KnockoffNet,1000,0.010096153846153847
3,KnockoffNet,5000,0.058493589743589744
4,KnockoffNet,10000,0.052403846153846155
5,KnockoffNet,20000,0.03637820512820513
6,KnockoffNet,25000,0.10352564102564103
7,KnockoffNet,40000,0.01730769230769231
8,KnockoffNet,50000,0.07051282051282051
