,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.009281540048126504
1,KnockoffNet,500,0.005843932622894466
2,KnockoffNet,1000,0.0015469233413544173
3,KnockoffNet,5000,0.4008250257820557
4,KnockoffNet,10000,0.20161567548985906
5,KnockoffNet,20000,0.6155036094877965
6,KnockoffNet,25000,0.306118941216913
7,KnockoffNet,40000,0.24269508422138192
8,KnockoffNet,50000,0.6921622550704709
0,KnockoffNet,250,0.18184943279477483
1,KnockoffNet,500,0.026641457545548298
2,KnockoffNet,1000,0.04589205912684771
3,KnockoffNet,5000,0.07408044001375043
4,KnockoffNet,10000,0.07597112409762805
5,KnockoffNet,20000,0.19009969061533172
6,KnockoffNet,25000,0.23822619456858027
7,KnockoffNet,40000,0.4614987968374012
8,KnockoffNet,50000,0.39652801650051567
