,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.2000341938792956
1,KnockoffNet,500,0.23508292015729185
2,KnockoffNet,1000,0.3521969567447427
3,KnockoffNet,5000,0.004958112497862883
4,KnockoffNet,10000,0.31954180201743887
5,KnockoffNet,20000,0.053342451701145495
6,KnockoffNet,25000,0.5491537014874337
7,KnockoffNet,40000,0.007351684048555309
8,KnockoffNet,50000,0.2167891947341426
0,KnockoffNet,250,0.21815694990596682
1,KnockoffNet,500,0.056590870234228076
2,KnockoffNet,1000,0.05436826808001368
3,KnockoffNet,5000,0.2981706274576851
4,KnockoffNet,10000,0.35647119165669344
5,KnockoffNet,20000,0.053513421097623526
6,KnockoffNet,25000,0.04342622670541973
7,KnockoffNet,40000,0.22499572576508806
8,KnockoffNet,50000,0.13147546589160541
