,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.001343408900083963
1,KnockoffNet,500,0.0068849706129303105
2,KnockoffNet,1000,0.0006717044500419815
3,KnockoffNet,5000,0.003022670025188917
4,KnockoffNet,10000,0.0025188916876574307
5,KnockoffNet,20000,0.017968094038623005
6,KnockoffNet,25000,0.024181360201511334
7,KnockoffNet,40000,0.03341729638958858
8,KnockoffNet,50000,0.13887489504617967
0,KnockoffNet,250,0.003022670025188917
1,KnockoffNet,500,0.0005037783375314861
2,KnockoffNet,1000,0.0011754827875734676
3,KnockoffNet,5000,0.009907640638119228
4,KnockoffNet,10000,0.006045340050377834
5,KnockoffNet,20000,0.006045340050377834
6,KnockoffNet,25000,0.011754827875734676
7,KnockoffNet,40000,0.00906801007556675
8,KnockoffNet,50000,0.02065491183879093
