,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.062192848669717
1,KnockoffNet,500,0.5834604304355194
2,KnockoffNet,1000,0.833926453143535
3,KnockoffNet,5000,0.48178274868666326
4,KnockoffNet,10000,0.128622267412303
5,KnockoffNet,20000,0.7959667852906287
6,KnockoffNet,25000,0.6814099305202508
7,KnockoffNet,40000,0.4683951872563972
8,KnockoffNet,50000,0.42992713099474666
0,KnockoffNet,250,0.3002880867649551
1,KnockoffNet,500,0.46195560074563635
2,KnockoffNet,1000,0.7641077783426538
3,KnockoffNet,5000,0.768174885612608
4,KnockoffNet,10000,0.7139467886798848
5,KnockoffNet,20000,0.7071682765632944
6,KnockoffNet,25000,0.5758346043043552
7,KnockoffNet,40000,0.22335197424165396
8,KnockoffNet,50000,0.6182003050330452
