,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.004311721494730118
1,KnockoffNet,500,0.009581603321622485
2,KnockoffNet,1000,0.08607473650590866
3,KnockoffNet,5000,0.03497285212392207
4,KnockoffNet,10000,0.04040242733950814
5,KnockoffNet,20000,0.07553497285212392
6,KnockoffNet,25000,0.06882785052698819
7,KnockoffNet,40000,0.21015649952091983
8,KnockoffNet,50000,0.5876716703928457
0,KnockoffNet,250,0.021877994251038008
1,KnockoffNet,500,0.011977004152028107
2,KnockoffNet,1000,0.024433088470137337
3,KnockoffNet,5000,0.031459597572660494
4,KnockoffNet,10000,0.09932928776748642
5,KnockoffNet,20000,0.07856914723730438
6,KnockoffNet,25000,0.1346215266687959
7,KnockoffNet,40000,0.30150111785372086
8,KnockoffNet,50000,0.44778026189715747
