,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.07216148023549201
1,KnockoffNet,500,0.11892346509671993
2,KnockoffNet,1000,0.0008410428931875525
3,KnockoffNet,5000,0.002691337258200168
4,KnockoffNet,10000,0.007064760302775442
5,KnockoffNet,20000,0.09318755256518083
6,KnockoffNet,25000,0.1725820016820858
7,KnockoffNet,40000,0.2839360807401177
8,KnockoffNet,50000,0.04507989907485282
0,KnockoffNet,250,0.05567703952901598
1,KnockoffNet,500,0.004878048780487805
2,KnockoffNet,1000,0.00992430613961312
3,KnockoffNet,5000,0.06661059714045417
4,KnockoffNet,10000,0.002859545836837679
5,KnockoffNet,20000,0.005719091673675358
6,KnockoffNet,25000,0.14465937762825903
7,KnockoffNet,40000,0.1232968881412952
8,KnockoffNet,50000,0.4095878889823381
