,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
25%,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
50%,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
75%,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
max,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
median,50.0,0.10360000282526016,0.0,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874.0,2.1090469360351562
