query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.10360000282526016,0.0,False,0.0,1.0,0.39375000000000004,0.22592964824120604,0.0,0.34994975477457047,0.9676970839500427,0.24020100321587007,4.761793851852417,552874,2.1090469360351562
