,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.30985205110961667
1,KnockoffNet,500,0.013449899125756557
2,KnockoffNet,1000,0.009751176866173503
3,KnockoffNet,5000,0.058338937457969066
4,KnockoffNet,10000,0.07649630127774042
5,KnockoffNet,20000,0.3508742434431742
6,KnockoffNet,25000,0.2800941492938803
7,KnockoffNet,40000,0.07498318762609281
8,KnockoffNet,50000,0.07061197041022192
0,KnockoffNet,250,0.13601210490921317
1,KnockoffNet,500,0.050605245460659046
2,KnockoffNet,1000,0.04135843981170141
3,KnockoffNet,5000,0.051277740416946875
4,KnockoffNet,10000,0.07397444519166106
5,KnockoffNet,20000,0.09229993275050437
6,KnockoffNet,25000,0.14778076664425016
7,KnockoffNet,40000,0.04034969737726967
8,KnockoffNet,50000,0.2328513786146604
