,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.006325953054769436
1,KnockoffNet,500,0.000166472448809722
2,KnockoffNet,1000,0.001498252039287498
3,KnockoffNet,5000,0.000166472448809722
4,KnockoffNet,10000,0.002330614283336108
5,KnockoffNet,20000,0.009488929582154153
6,KnockoffNet,25000,0.011486598967870817
7,KnockoffNet,40000,0.025969702014316632
8,KnockoffNet,50000,0.021641418345263858
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00332944897619444
2,KnockoffNet,1000,0.000332944897619444
3,KnockoffNet,5000,0.004328283669052772
4,KnockoffNet,10000,0.00332944897619444
5,KnockoffNet,20000,0.008490094889295821
6,KnockoffNet,25000,0.04278341934409855
7,KnockoffNet,40000,0.028300316297652738
8,KnockoffNet,50000,0.02280672548693191
