,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0004748338081671415
3,KnockoffNet,5000,0.0011079455523899967
4,KnockoffNet,10000,0.000949667616334283
5,KnockoffNet,20000,0.0549224438113327
6,KnockoffNet,25000,0.002849002849002849
7,KnockoffNet,40000,0.06600189933523266
8,KnockoffNet,50000,0.000949667616334283
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.00031655587211142766
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0014245014245014246
4,KnockoffNet,10000,0.00411522633744856
5,KnockoffNet,20000,0.003798670465337132
6,KnockoffNet,25000,0.08990186767964546
7,KnockoffNet,40000,0.009338398227287116
8,KnockoffNet,50000,0.16445077556188667
