,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.002696326255476913
1,KnockoffNet,500,0.031007751937984496
2,KnockoffNet,1000,0.010616784630940344
3,KnockoffNet,5000,0.010448264239973037
4,KnockoffNet,10000,0.03673744523087293
5,KnockoffNet,20000,0.003370407819346141
6,KnockoffNet,25000,0.08527131782945736
7,KnockoffNet,40000,0.14223120997640715
8,KnockoffNet,50000,0.019716885743174924
0,KnockoffNet,250,0.01988540613414223
1,KnockoffNet,500,0.015503875968992248
2,KnockoffNet,1000,0.0003370407819346141
3,KnockoffNet,5000,0.003370407819346141
4,KnockoffNet,10000,0.0023592854735422987
5,KnockoffNet,20000,0.016009437141894168
6,KnockoffNet,25000,0.006066734074823054
7,KnockoffNet,40000,0.025278058645096056
8,KnockoffNet,50000,0.0025278058645096056
