,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.05251604187774401
1,KnockoffNet,500,0.010131712259371834
2,KnockoffNet,1000,0.005741303613644039
3,KnockoffNet,5000,0.09101654846335698
4,KnockoffNet,10000,0.041371158392434985
5,KnockoffNet,20000,0.019250253292806486
6,KnockoffNet,25000,0.005572441742654508
7,KnockoffNet,40000,0.06416751097602161
8,KnockoffNet,50000,0.011482607227288078
0,KnockoffNet,250,0.01789935832489024
1,KnockoffNet,500,0.2507598784194529
2,KnockoffNet,1000,0.01198919284025667
3,KnockoffNet,5000,0.0013508949679162446
4,KnockoffNet,10000,0.06231003039513678
5,KnockoffNet,20000,0.010807159743329957
6,KnockoffNet,25000,0.010131712259371834
7,KnockoffNet,40000,0.0025329280648429585
8,KnockoffNet,50000,0.14268828098615333
