,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.001512350865400773
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0003360779700890607
6,KnockoffNet,25000,0.013947235758696018
7,KnockoffNet,40000,0.0003360779700890607
8,KnockoffNet,50000,0.008569988237271047
0,KnockoffNet,250,0.0003360779700890607
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.017476054444631156
5,KnockoffNet,20000,0.000504116955133591
6,KnockoffNet,25000,0.031423290203327174
7,KnockoffNet,40000,0.04755503276760208
8,KnockoffNet,50000,0.017812132414720214
