,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0024011821204285187
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.014591799039527151
4,KnockoffNet,10000,0.0014776505356483192
5,KnockoffNet,20000,0.028814185445142224
6,KnockoffNet,25000,0.005356483191725157
7,KnockoffNet,40000,0.04894717399335057
8,KnockoffNet,50000,0.010343553749538234
0,KnockoffNet,250,0.0014776505356483192
1,KnockoffNet,500,0.0009235315847801995
2,KnockoffNet,1000,0.01588474325821943
3,KnockoffNet,5000,0.0016623568526043591
4,KnockoffNet,10000,0.042482452899889174
5,KnockoffNet,20000,0.007018840044329516
6,KnockoffNet,25000,0.005910602142593277
7,KnockoffNet,40000,0.01736239379386775
8,KnockoffNet,50000,0.007203546361285556
