,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.07216148023549201
1,KnockoffNet,500,0.11892346509671993
2,KnockoffNet,1000,0.0008410428931875525
3,KnockoffNet,5000,0.002691337258200168
4,KnockoffNet,10000,0.007064760302775442
5,KnockoffNet,20000,0.09318755256518083
6,KnockoffNet,25000,0.1725820016820858
7,KnockoffNet,40000,0.2839360807401177
8,KnockoffNet,50000,0.04507989907485282
0,KnockoffNet,250,0.05567703952901598
1,KnockoffNet,500,0.004878048780487805
2,KnockoffNet,1000,0.00992430613961312
3,KnockoffNet,5000,0.06661059714045417
4,KnockoffNet,10000,0.002859545836837679
5,KnockoffNet,20000,0.005719091673675358
6,KnockoffNet,25000,0.14465937762825903
7,KnockoffNet,40000,0.1232968881412952
8,KnockoffNet,50000,0.4095878889823381
0,KnockoffNet,250,0.09154211956521739
1,KnockoffNet,500,0.00390625
2,KnockoffNet,1000,0.08848505434782608
3,KnockoffNet,5000,0.014945652173913044
4,KnockoffNet,10000,0.4427649456521739
5,KnockoffNet,20000,0.31453804347826086
6,KnockoffNet,25000,0.47537364130434784
7,KnockoffNet,40000,0.469429347826087
8,KnockoffNet,50000,0.6047894021739131
0,KnockoffNet,250,0.007642663043478261
1,KnockoffNet,500,0.00968070652173913
2,KnockoffNet,1000,0.10020380434782608
3,KnockoffNet,5000,0.35105298913043476
4,KnockoffNet,10000,0.1610054347826087
5,KnockoffNet,20000,0.33389945652173914
6,KnockoffNet,25000,0.7107676630434783
7,KnockoffNet,40000,0.44548233695652173
8,KnockoffNet,50000,0.41287364130434784
0,KnockoffNet,250,0.00395053246307111
1,KnockoffNet,500,0.04053589831672964
2,KnockoffNet,1000,0.06715905187220886
3,KnockoffNet,5000,0.2074888354517348
4,KnockoffNet,10000,0.7894194434902095
5,KnockoffNet,20000,0.8253177602198557
6,KnockoffNet,25000,0.8874957059429749
7,KnockoffNet,40000,0.8813122638268637
8,KnockoffNet,50000,0.9424596358639643
0,KnockoffNet,250,0.01906561319134318
1,KnockoffNet,500,0.03452421848162143
2,KnockoffNet,1000,0.16489178976296806
3,KnockoffNet,5000,0.1368945379594641
4,KnockoffNet,10000,0.15647543799381655
5,KnockoffNet,20000,0.9027825489522501
6,KnockoffNet,25000,0.7268979732050842
7,KnockoffNet,40000,0.8845757471659224
8,KnockoffNet,50000,0.627447612504294
0,KnockoffNet,250,0.0018532246108228317
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.00018532246108228317
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.0
7,KnockoffNet,40000,0.00018532246108228317
8,KnockoffNet,50000,0.00037064492216456633
0,KnockoffNet,250,0.00018532246108228317
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.00018532246108228317
7,KnockoffNet,40000,0.00018532246108228317
8,KnockoffNet,50000,0.00018532246108228317
0,KnockoffNet,250,0.0019234131841230984
1,KnockoffNet,500,0.0008742787200559538
2,KnockoffNet,1000,0.004371393600279769
3,KnockoffNet,5000,0.0031474033922014337
4,KnockoffNet,10000,0.0208078335373317
5,KnockoffNet,20000,0.005770239552369295
6,KnockoffNet,25000,0.06015037593984962
7,KnockoffNet,40000,0.10316488896660256
8,KnockoffNet,50000,0.38153523343241824
0,KnockoffNet,250,0.0008742787200559538
1,KnockoffNet,500,0.0005245672320335723
2,KnockoffNet,1000,0.0071690855044588215
3,KnockoffNet,5000,0.004196537856268579
4,KnockoffNet,10000,0.051407588739290085
5,KnockoffNet,20000,0.1533484874978143
6,KnockoffNet,25000,0.11575450253540828
7,KnockoffNet,40000,0.12572127994404617
8,KnockoffNet,50000,0.17957684909949292
0,KnockoffNet,250,0.0011776581426648722
1,KnockoffNet,500,0.022039030955585466
2,KnockoffNet,1000,0.0015141318977119785
3,KnockoffNet,5000,0.0006729475100942127
4,KnockoffNet,10000,0.0006729475100942127
5,KnockoffNet,20000,0.02388963660834455
6,KnockoffNet,25000,0.015814266487214
7,KnockoffNet,40000,0.018337819650067293
8,KnockoffNet,50000,0.004374158815612382
0,KnockoffNet,250,0.0008411843876177658
1,KnockoffNet,500,0.0008411843876177658
2,KnockoffNet,1000,0.0005047106325706595
3,KnockoffNet,5000,0.012617765814266487
4,KnockoffNet,10000,0.004542395693135935
5,KnockoffNet,20000,0.00016823687752355316
6,KnockoffNet,25000,0.0008411843876177658
7,KnockoffNet,40000,0.015141318977119785
8,KnockoffNet,50000,0.008075370121130552
