,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0055397011918751045
1,KnockoffNet,500,0.006546919590397851
2,KnockoffNet,1000,0.0010072183985227463
3,KnockoffNet,5000,0.004196743327178109
4,KnockoffNet,10000,0.011583011583011582
5,KnockoffNet,20000,0.012925969447708578
6,KnockoffNet,25000,0.013933187846231324
7,KnockoffNet,40000,0.029880812489508142
8,KnockoffNet,50000,0.030048682222595265
0,KnockoffNet,250,0.018633540372670808
1,KnockoffNet,500,0.009232835319791842
2,KnockoffNet,1000,0.003021655195568239
3,KnockoffNet,5000,0.002518045996306866
4,KnockoffNet,10000,0.0021823065301326172
5,KnockoffNet,20000,0.015444015444015444
6,KnockoffNet,25000,0.032063119019640755
7,KnockoffNet,40000,0.03625986234681887
8,KnockoffNet,50000,0.0770522074869901
