,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0022252653200958575
1,KnockoffNet,500,0.003765833618623759
2,KnockoffNet,1000,0.0022252653200958575
3,KnockoffNet,5000,0.04946935980828483
4,KnockoffNet,10000,0.09568640876412188
5,KnockoffNet,20000,0.13865114686751112
6,KnockoffNet,25000,0.16535433070866143
7,KnockoffNet,40000,0.041766518315645325
8,KnockoffNet,50000,0.29116740842177335
0,KnockoffNet,250,0.0025676138308798357
1,KnockoffNet,500,0.005819924683327628
2,KnockoffNet,1000,0.004108182129407737
3,KnockoffNet,5000,0.0066757959602875725
4,KnockoffNet,10000,0.14104758644299897
5,KnockoffNet,20000,0.020712084902430674
6,KnockoffNet,25000,0.06812735364601163
7,KnockoffNet,40000,0.1532009585758302
8,KnockoffNet,50000,0.0563163300239644
