query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.1111999973654747,0.11999999731779099,False,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874,2.1090469360351562
