,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
25%,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
50%,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
75%,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
max,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
median,50.0,0.1111999973654747,0.11999999731779099,0.0,0.7287940935386333,0.2099999964237213,0.07306532663316583,0.375,0.40150751918554306,0.9585356712341309,0.3816608095709702,5.159265041351318,552874.0,2.1090469360351562
