,query_budget,test_accuracy,watermark_accuracy,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
count,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
std,,,,,,,,,,,,,,
min,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
25%,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
50%,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
75%,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
max,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
median,50.0,0.10970000177621841,0.03999999910593033,0.0,1.0,0.33000000119209294,0.10532663316582914,0.07142856952791313,0.4253266155719757,0.9827550053596497,0.2291816267255297,5.665765047073364,552874.0,2.1090469360351562
