,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0029856316476954657
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0001866019779809666
3,KnockoffNet,5000,0.0001866019779809666
4,KnockoffNet,10000,0.0007464079119238664
5,KnockoffNet,20000,0.05112894196678485
6,KnockoffNet,25000,0.0029856316476954657
7,KnockoffNet,40000,0.0022392237357715993
8,KnockoffNet,50000,0.2841948124650121
0,KnockoffNet,250,0.22466878148908379
1,KnockoffNet,500,0.0022392237357715993
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.009143496921067364
4,KnockoffNet,10000,0.0007464079119238664
5,KnockoffNet,20000,0.002799029669714499
6,KnockoffNet,25000,0.008583690987124463
7,KnockoffNet,40000,0.09815264041798843
8,KnockoffNet,50000,0.14853517447284942
