,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.28689298
1,KnockoffNet,500,0.26355493
2,KnockoffNet,1000,0.32720414
3,KnockoffNet,5000,0.3312117
4,KnockoffNet,10000,0.5759076
5,KnockoffNet,20000,0.49575672
0,KnockoffNet,250,0.30881658
1,KnockoffNet,500,0.34276286
2,KnockoffNet,1000,0.32649693
3,KnockoffNet,5000,0.40358323
4,KnockoffNet,10000,0.55492693
5,KnockoffNet,20000,0.53771806
