,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005052206130010104
1,KnockoffNet,500,0.009093971034018189
2,KnockoffNet,1000,0.0001684068710003368
3,KnockoffNet,5000,0.0005052206130010104
4,KnockoffNet,10000,0.0003368137420006736
5,KnockoffNet,20000,0.01111485348602223
6,KnockoffNet,25000,0.0006736274840013472
7,KnockoffNet,40000,0.052037723139104076
8,KnockoffNet,50000,0.11148534860222296
0,KnockoffNet,250,0.006567867969013136
1,KnockoffNet,500,0.0010104412260020209
2,KnockoffNet,1000,0.0006736274840013472
3,KnockoffNet,5000,0.011451667228022903
4,KnockoffNet,10000,0.010272819131020546
5,KnockoffNet,20000,0.03149208487706298
6,KnockoffNet,25000,0.037049511620074096
7,KnockoffNet,40000,0.033176153587066354
8,KnockoffNet,50000,0.12782081508925563
