,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00032123353678124
1,KnockoffNet,500,0.00016061676839062
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.05252168326373274
4,KnockoffNet,10000,0.03276582075168648
5,KnockoffNet,20000,0.09460327658207517
6,KnockoffNet,25000,0.24510118856408608
7,KnockoffNet,40000,0.27256665595888213
8,KnockoffNet,50000,0.19836170896241567
0,KnockoffNet,250,0.00064246707356248
1,KnockoffNet,500,0.0014455509155155799
2,KnockoffNet,1000,0.0036941856729842595
3,KnockoffNet,5000,0.0019274012206874397
4,KnockoffNet,10000,0.13234821715387085
5,KnockoffNet,20000,0.12255059428204304
6,KnockoffNet,25000,0.06087375522004497
7,KnockoffNet,40000,0.17266302601991648
8,KnockoffNet,50000,0.31689688403469324
