,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.03273405698778833
1,KnockoffNet,500,0.014755766621438264
2,KnockoffNet,1000,0.020691994572591587
3,KnockoffNet,5000,0.017469470827679783
4,KnockoffNet,10000,0.03985753052917232
5,KnockoffNet,20000,0.008649932157394844
6,KnockoffNet,25000,0.0066146540027137045
7,KnockoffNet,40000,0.06869063772048847
8,KnockoffNet,50000,0.007971506105834464
0,KnockoffNet,250,0.023405698778833108
1,KnockoffNet,500,0.045454545454545456
2,KnockoffNet,1000,0.020013568521031207
3,KnockoffNet,5000,0.024423337856173677
4,KnockoffNet,10000,0.00508819538670285
5,KnockoffNet,20000,0.018826322930800544
6,KnockoffNet,25000,0.021709633649932156
7,KnockoffNet,40000,0.018656716417910446
8,KnockoffNet,50000,0.02832428765264586
