,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.06238916653232307
1,KnockoffNet,500,0.05255521521844269
2,KnockoffNet,1000,0.13944865387715621
3,KnockoffNet,5000,0.06577462518136386
4,KnockoffNet,10000,0.019184265677897792
5,KnockoffNet,20000,0.007576978881186523
6,KnockoffNet,25000,0.03562792197323875
7,KnockoffNet,40000,0.01999032726100274
8,KnockoffNet,50000,0.06561341286474287
0,KnockoffNet,250,0.0380461067225536
1,KnockoffNet,500,0.035144285023375785
2,KnockoffNet,1000,0.0190230533612768
3,KnockoffNet,5000,0.06851523456392068
4,KnockoffNet,10000,0.004030307915524746
5,KnockoffNet,20000,0.01047880058036434
6,KnockoffNet,25000,0.058520070933419314
7,KnockoffNet,40000,0.015798807028857005
8,KnockoffNet,50000,0.0586812832500403
