query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.10130000114440918,0.05263157933950424,False,0.0,0.8649148282327008,0.28684211075305943,0.10301507537688442,0.1111111093634441,0.374974861741066,0.9991726279258728,0.2636661112347791,4.403324127197266,552874,2.1090469360351562
