,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0014979029358897543
1,KnockoffNet,500,0.001048532055122828
2,KnockoffNet,1000,0.03280407429598562
3,KnockoffNet,5000,0.05452366686638706
4,KnockoffNet,10000,0.09706411024565609
5,KnockoffNet,20000,0.06680647094068304
6,KnockoffNet,25000,0.0444877171959257
7,KnockoffNet,40000,0.08148591971240264
8,KnockoffNet,50000,0.2281306171360096
0,KnockoffNet,250,0.0016476932294787298
1,KnockoffNet,500,0.0008987417615338526
2,KnockoffNet,1000,0.06695626123427202
3,KnockoffNet,5000,0.02067106051527861
4,KnockoffNet,10000,0.002097064110245656
5,KnockoffNet,20000,0.08702816057519473
6,KnockoffNet,25000,0.07414619532654285
7,KnockoffNet,40000,0.040593169562612344
8,KnockoffNet,50000,0.16087477531455963
