,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.18779904306220097
4,KnockoffNet,10000,0.15026913875598086
5,KnockoffNet,20000,0.060705741626794256
6,KnockoffNet,25000,0.29366028708133973
7,KnockoffNet,40000,0.049940191387559806
8,KnockoffNet,50000,0.29575358851674644
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.03394138755980861
4,KnockoffNet,10000,0.012410287081339713
5,KnockoffNet,20000,0.051584928229665074
6,KnockoffNet,25000,0.13441985645933013
7,KnockoffNet,40000,0.024671052631578948
8,KnockoffNet,50000,0.12305622009569378
