,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0036801605888256944
1,KnockoffNet,500,0.011542321846771496
2,KnockoffNet,1000,0.0026764804282368685
3,KnockoffNet,5000,0.00033456005352960856
4,KnockoffNet,10000,0.008364001338240215
5,KnockoffNet,20000,0.06774841083974574
6,KnockoffNet,25000,0.00468384074941452
7,KnockoffNet,40000,0.16962194713951154
8,KnockoffNet,50000,0.058715289394446306
0,KnockoffNet,250,0.020575443292070925
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0020073603211776514
3,KnockoffNet,5000,0.00016728002676480428
4,KnockoffNet,10000,0.0006691201070592171
5,KnockoffNet,20000,0.00016728002676480428
6,KnockoffNet,25000,0.009702241552358649
7,KnockoffNet,40000,0.011207761793241887
8,KnockoffNet,50000,0.15908330545332888
