,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00016246953696181965
1,KnockoffNet,500,0.00016246953696181965
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.00048740861088545896
5,KnockoffNet,20000,0.0017871649065800163
6,KnockoffNet,25000,0.002274573517465475
7,KnockoffNet,40000,0.005523964256701868
8,KnockoffNet,50000,0.006986190089358245
0,KnockoffNet,250,0.00016246953696181965
1,KnockoffNet,500,0.00016246953696181965
2,KnockoffNet,1000,0.0003249390739236393
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.00048740861088545896
5,KnockoffNet,20000,0.012022745735174655
6,KnockoffNet,25000,0.07002437043054427
7,KnockoffNet,40000,0.00487408610885459
8,KnockoffNet,50000,0.012672623883021933
