,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.08469714864180868
1,KnockoffNet,500,0.041842416062088744
2,KnockoffNet,1000,0.01720938079973005
3,KnockoffNet,5000,0.011304201113548169
4,KnockoffNet,10000,0.03813058883077442
5,KnockoffNet,20000,0.011810359372363759
6,KnockoffNet,25000,0.01670322254091446
7,KnockoffNet,40000,0.01417243124683651
8,KnockoffNet,50000,0.0632697823519487
0,KnockoffNet,250,0.13834992407626118
1,KnockoffNet,500,0.03138181204656656
2,KnockoffNet,1000,0.0440357685169563
3,KnockoffNet,5000,0.018390416736966425
4,KnockoffNet,10000,0.013328834148810528
5,KnockoffNet,20000,0.008267251560654632
6,KnockoffNet,25000,0.01366627298802092
7,KnockoffNet,40000,0.0195714526742028
8,KnockoffNet,50000,0.03526235869748608
