,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.0
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0005904059040590406
5,KnockoffNet,20000,0.0
6,KnockoffNet,25000,0.001033210332103321
7,KnockoffNet,40000,0.0016236162361623616
8,KnockoffNet,50000,0.004428044280442804
0,KnockoffNet,250,0.004870848708487085
1,KnockoffNet,500,0.0
2,KnockoffNet,1000,0.00044280442804428045
3,KnockoffNet,5000,0.0
4,KnockoffNet,10000,0.0
5,KnockoffNet,20000,0.0008856088560885609
6,KnockoffNet,25000,0.0002952029520295203
7,KnockoffNet,40000,0.0008856088560885609
8,KnockoffNet,50000,0.00044280442804428045
