,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.00527781850168597
1,KnockoffNet,500,0.012168303767775985
2,KnockoffNet,1000,0.0064506670576161855
3,KnockoffNet,5000,0.011875091628793431
4,KnockoffNet,10000,0.0061574549186336315
5,KnockoffNet,20000,0.002785515320334262
6,KnockoffNet,25000,0.007476909544055124
7,KnockoffNet,40000,0.01055563700337194
8,KnockoffNet,50000,0.006743879196598739
0,KnockoffNet,250,0.005131212432194693
1,KnockoffNet,500,0.002638909250842985
2,KnockoffNet,1000,0.013194546254214925
3,KnockoffNet,5000,0.002345697111860431
4,KnockoffNet,10000,0.019352001172848556
5,KnockoffNet,20000,0.011142061281337047
6,KnockoffNet,25000,0.0035185456677906467
7,KnockoffNet,40000,0.013634364462688755
8,KnockoffNet,50000,0.02155109221521771
