query_budget,test_accuracy,watermark_accuracy,is_stolen,verification_confidence,p_value,threshold,fidelity,watermark_retention,test_acc_gap,kl_divergence,detectability_score,attack_time,stolen_model_size_params,stolen_model_size_mb
50,0.07800000160932541,0.10526315867900848,False,0.0,0.5797350211684023,0.3657894611358643,0.05819095477386935,0.1666666745311687,0.4317587912082672,1.0151556730270386,0.26544389085787806,5.425797939300537,552874,2.1090469360351562
