,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.02062884711362502
1,KnockoffNet,500,0.01014806188654134
2,KnockoffNet,1000,0.009981700216270172
3,KnockoffNet,5000,0.013475295291964732
4,KnockoffNet,10000,0.013475295291964732
5,KnockoffNet,20000,0.030277823989352852
6,KnockoffNet,25000,0.006155381800033272
7,KnockoffNet,40000,0.04658126767592747
8,KnockoffNet,50000,0.1588753951089669
0,KnockoffNet,250,0.0016636167027116952
1,KnockoffNet,500,0.007652636832473798
2,KnockoffNet,1000,0.004491765097321577
3,KnockoffNet,5000,0.019464315421726833
4,KnockoffNet,10000,0.005656296789219764
5,KnockoffNet,20000,0.039926800865080686
6,KnockoffNet,25000,0.009648976875727832
7,KnockoffNet,40000,0.13242388953585094
8,KnockoffNet,50000,0.1330893362169356
