,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.008461668641056016
1,KnockoffNet,500,0.0018615671010323235
2,KnockoffNet,1000,0.009984768996446099
3,KnockoffNet,5000,0.007277035031308174
4,KnockoffNet,10000,0.01116940260619394
5,KnockoffNet,20000,0.04230834320528008
6,KnockoffNet,25000,0.04738534438991369
7,KnockoffNet,40000,0.2132340497546116
8,KnockoffNet,50000,0.040108309358605515
0,KnockoffNet,250,0.003723134202064647
1,KnockoffNet,500,0.0006769334912844813
2,KnockoffNet,1000,0.0016923337282112032
3,KnockoffNet,5000,0.05212387882890506
4,KnockoffNet,10000,0.045523777288881365
5,KnockoffNet,20000,0.01980030462007108
6,KnockoffNet,25000,0.030631240480622778
7,KnockoffNet,40000,0.0624471145709934
8,KnockoffNet,50000,0.02064647148417668
