,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.009271523178807948
1,KnockoffNet,500,0.010301692420897719
2,KnockoffNet,1000,0.02119205298013245
3,KnockoffNet,5000,0.19676232523914644
4,KnockoffNet,10000,0.04473877851361295
5,KnockoffNet,20000,0.0188373804267844
6,KnockoffNet,25000,0.02075055187637969
7,KnockoffNet,40000,0.1551140544518028
8,KnockoffNet,50000,0.054451802796173655
0,KnockoffNet,250,0.0017660044150110375
1,KnockoffNet,500,0.011920529801324504
2,KnockoffNet,1000,0.00986019131714496
3,KnockoffNet,5000,0.02398822663723326
4,KnockoffNet,10000,0.011331861662987492
5,KnockoffNet,20000,0.016777041942604858
6,KnockoffNet,25000,0.038410596026490065
7,KnockoffNet,40000,0.049595290654893306
8,KnockoffNet,50000,0.022222222222222223
