,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.020673076923076922
1,KnockoffNet,500,0.04342948717948718
2,KnockoffNet,1000,0.03653846153846154
3,KnockoffNet,5000,0.003044871794871795
4,KnockoffNet,10000,0.025
5,KnockoffNet,20000,0.017788461538461538
6,KnockoffNet,25000,0.12483974358974359
7,KnockoffNet,40000,0.053044871794871794
8,KnockoffNet,50000,0.07003205128205128
0,KnockoffNet,250,0.1466346153846154
1,KnockoffNet,500,0.11185897435897436
2,KnockoffNet,1000,0.0028846153846153848
3,KnockoffNet,5000,0.0655448717948718
4,KnockoffNet,10000,0.027884615384615386
5,KnockoffNet,20000,0.10689102564102564
6,KnockoffNet,25000,0.02532051282051282
7,KnockoffNet,40000,0.12580128205128205
8,KnockoffNet,50000,0.06923076923076923
