,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.005704697986577181
1,KnockoffNet,500,0.0077181208053691275
2,KnockoffNet,1000,0.004026845637583893
3,KnockoffNet,5000,0.0010067114093959733
4,KnockoffNet,10000,0.0028523489932885905
5,KnockoffNet,20000,0.0008389261744966443
6,KnockoffNet,25000,0.0003355704697986577
7,KnockoffNet,40000,0.0068791946308724835
8,KnockoffNet,50000,0.0005033557046979866
0,KnockoffNet,250,0.04261744966442953
1,KnockoffNet,500,0.002181208053691275
2,KnockoffNet,1000,0.03070469798657718
3,KnockoffNet,5000,0.003355704697986577
4,KnockoffNet,10000,0.0005033557046979866
5,KnockoffNet,20000,0.0006711409395973154
6,KnockoffNet,25000,0.0026845637583892616
7,KnockoffNet,40000,0.032214765100671144
8,KnockoffNet,50000,0.0028523489932885905
