,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.004488778054862843
1,KnockoffNet,500,0.06367414796342477
2,KnockoffNet,1000,0.0428927680798005
3,KnockoffNet,5000,0.028096425602660017
4,KnockoffNet,10000,0.010806317539484621
5,KnockoffNet,20000,0.09260182876142976
6,KnockoffNet,25000,0.03773898586866168
7,KnockoffNet,40000,0.0801330008312552
8,KnockoffNet,50000,0.04039900249376559
0,KnockoffNet,250,0.014630091438071488
1,KnockoffNet,500,0.008146300914380716
2,KnockoffNet,1000,0.020947630922693267
3,KnockoffNet,5000,0.022776392352452202
4,KnockoffNet,10000,0.01030756442227764
5,KnockoffNet,20000,0.03807148794679967
6,KnockoffNet,25000,0.023275145469659187
7,KnockoffNet,40000,0.0487115544472153
8,KnockoffNet,50000,0.04272651704073151
