,Method Name,Stealing Dataset Size,Accuracy
0,KnockoffNet,250,0.0018083182640144665
1,KnockoffNet,500,0.05441394048988986
2,KnockoffNet,1000,0.020877856320894294
3,KnockoffNet,5000,0.004109814236396515
4,KnockoffNet,10000,0.0011507479861910242
5,KnockoffNet,20000,0.009863554167351636
6,KnockoffNet,25000,0.0021371034029261876
7,KnockoffNet,40000,0.0011507479861910242
8,KnockoffNet,50000,0.0006575702778234424
0,KnockoffNet,250,0.09074469833963505
1,KnockoffNet,500,0.0004931777083675817
2,KnockoffNet,1000,0.001643925694558606
3,KnockoffNet,5000,0.011507479861910242
4,KnockoffNet,10000,0.019069538056879828
5,KnockoffNet,20000,0.0014795331251027453
6,KnockoffNet,25000,0.007233273056057866
7,KnockoffNet,40000,0.0216998191681736
8,KnockoffNet,50000,0.018247575209600526
